Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,143195,-,-,-,37.37,-122.02,-8,33,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky GHI,Clearsky DNI
2007,1,1,0,30,0,0,0
2007,1,1,1,30,0,0,0
2007,1,1,2,30,0,0,0
2007,1,1,3,30,0,0,0
2007,1,1,4,30,0,0,0
2007,1,1,5,30,0,0,0
2007,1,1,6,30,0,0,0
2007,1,1,7,30,0,0,0
2007,1,1,8,30,44,148,575
2007,1,1,9,30,58,304,766
2007,1,1,10,30,64,426,852
2007,1,1,11,30,68,497,888
2007,1,1,12,30,67,509,897
2007,1,1,13,30,64,461,877
2007,1,1,14,30,58,360,825
2007,1,1,15,30,46,215,706
2007,1,1,16,30,24,57,414
2007,1,1,17,30,0,0,0
2007,1,1,18,30,0,0,0
2007,1,1,19,30,0,0,0
2007,1,1,20,30,0,0,0
2007,1,1,21,30,0,0,0
2007,1,1,22,30,0,0,0
2007,1,1,23,30,0,0,0
2007,1,2,0,30,0,0,0
2007,1,2,1,30,0,0,0
2007,1,2,2,30,0,0,0
2007,1,2,3,30,0,0,0
2007,1,2,4,30,0,0,0
2007,1,2,5,30,0,0,0
2007,1,2,6,30,0,0,0
2007,1,2,7,30,0,0,0
2007,1,2,8,30,43,146,570
2007,1,2,9,30,59,298,745
2007,1,2,10,30,72,416,809
2007,1,2,11,30,79,484,837
2007,1,2,12,30,80,497,844
2007,1,2,13,30,76,452,827
2007,1,2,14,30,68,351,767
2007,1,2,15,30,55,207,632
2007,1,2,16,30,27,54,319
2007,1,2,17,30,0,0,0
2007,1,2,18,30,0,0,0
2007,1,2,19,30,0,0,0
2007,1,2,20,30,0,0,0
2007,1,2,21,30,0,0,0
2007,1,2,22,30,0,0,0
2007,1,2,23,30,0,0,0
2007,1,3,0,30,0,0,0
2007,1,3,1,30,0,0,0
2007,1,3,2,30,0,0,0
2007,1,3,3,30,0,0,0
2007,1,3,4,30,0,0,0
2007,1,3,5,30,0,0,0
2007,1,3,6,30,0,0,0
2007,1,3,7,30,0,0,0
2007,1,3,8,30,42,150,603
2007,1,3,9,30,57,307,777
2007,1,3,10,30,66,429,853
2007,1,3,11,30,69,498,884
2007,1,3,12,30,70,512,891
2007,1,3,13,30,72,461,850
2007,1,3,14,30,65,356,785
2007,1,3,15,30,51,213,665
2007,1,3,16,30,26,58,368
2007,1,3,17,30,0,0,0
2007,1,3,18,30,0,0,0
2007,1,3,19,30,0,0,0
2007,1,3,20,30,0,0,0
2007,1,3,21,30,0,0,0
2007,1,3,22,30,0,0,0
2007,1,3,23,30,0,0,0
2007,1,4,0,30,0,0,0
2007,1,4,1,30,0,0,0
2007,1,4,2,30,0,0,0
2007,1,4,3,30,0,0,0
2007,1,4,4,30,0,0,0
2007,1,4,5,30,0,0,0
2007,1,4,6,30,0,0,0
2007,1,4,7,30,0,0,0
2007,1,4,8,30,42,145,571
2007,1,4,9,30,58,299,748
2007,1,4,10,30,73,418,808
2007,1,4,11,30,80,491,847
2007,1,4,12,30,80,508,861
2007,1,4,13,30,79,464,839
2007,1,4,14,30,76,360,762
2007,1,4,15,30,58,219,653
2007,1,4,16,30,29,61,364
2007,1,4,17,30,0,0,0
2007,1,4,18,30,0,0,0
2007,1,4,19,30,0,0,0
2007,1,4,20,30,0,0,0
2007,1,4,21,30,0,0,0
2007,1,4,22,30,0,0,0
2007,1,4,23,30,0,0,0
2007,1,5,0,30,0,0,0
2007,1,5,1,30,0,0,0
2007,1,5,2,30,0,0,0
2007,1,5,3,30,0,0,0
2007,1,5,4,30,0,0,0
2007,1,5,5,30,0,0,0
2007,1,5,6,30,0,0,0
2007,1,5,7,30,0,0,0
2007,1,5,8,30,36,161,693
2007,1,5,9,30,49,323,852
2007,1,5,10,30,55,450,925
2007,1,5,11,30,58,525,957
2007,1,5,12,30,60,536,953
2007,1,5,13,30,65,488,917
2007,1,5,14,30,59,381,856
2007,1,5,15,30,48,231,736
2007,1,5,16,30,26,67,446
2007,1,5,17,30,0,0,0
2007,1,5,18,30,0,0,0
2007,1,5,19,30,0,0,0
2007,1,5,20,30,0,0,0
2007,1,5,21,30,0,0,0
2007,1,5,22,30,0,0,0
2007,1,5,23,30,0,0,0
2007,1,6,0,30,0,0,0
2007,1,6,1,30,0,0,0
2007,1,6,2,30,0,0,0
2007,1,6,3,30,0,0,0
2007,1,6,4,30,0,0,0
2007,1,6,5,30,0,0,0
2007,1,6,6,30,0,0,0
2007,1,6,7,30,0,0,0
2007,1,6,8,30,42,153,617
2007,1,6,9,30,57,311,787
2007,1,6,10,30,77,426,815
2007,1,6,11,30,83,495,843
2007,1,6,12,30,83,506,844
2007,1,6,13,30,87,455,796
2007,1,6,14,30,76,356,741
2007,1,6,15,30,61,215,613
2007,1,6,16,30,31,62,335
2007,1,6,17,30,0,0,0
2007,1,6,18,30,0,0,0
2007,1,6,19,30,0,0,0
2007,1,6,20,30,0,0,0
2007,1,6,21,30,0,0,0
2007,1,6,22,30,0,0,0
2007,1,6,23,30,0,0,0
2007,1,7,0,30,0,0,0
2007,1,7,1,30,0,0,0
2007,1,7,2,30,0,0,0
2007,1,7,3,30,0,0,0
2007,1,7,4,30,0,0,0
2007,1,7,5,30,0,0,0
2007,1,7,6,30,0,0,0
2007,1,7,7,30,0,0,0
2007,1,7,8,30,40,155,635
2007,1,7,9,30,55,316,805
2007,1,7,10,30,74,436,841
2007,1,7,11,30,77,512,886
2007,1,7,12,30,76,530,904
2007,1,7,13,30,74,483,878
2007,1,7,14,30,67,380,825
2007,1,7,15,30,53,233,709
2007,1,7,16,30,29,70,424
2007,1,7,17,30,0,0,0
2007,1,7,18,30,0,0,0
2007,1,7,19,30,0,0,0
2007,1,7,20,30,0,0,0
2007,1,7,21,30,0,0,0
2007,1,7,22,30,0,0,0
2007,1,7,23,30,0,0,0
2007,1,8,0,30,0,0,0
2007,1,8,1,30,0,0,0
2007,1,8,2,30,0,0,0
2007,1,8,3,30,0,0,0
2007,1,8,4,30,0,0,0
2007,1,8,5,30,0,0,0
2007,1,8,6,30,0,0,0
2007,1,8,7,30,0,0,0
2007,1,8,8,30,41,163,668
2007,1,8,9,30,56,329,839
2007,1,8,10,30,64,458,915
2007,1,8,11,30,68,536,949
2007,1,8,12,30,68,547,947
2007,1,8,13,30,67,499,925
2007,1,8,14,30,61,395,870
2007,1,8,15,30,50,245,757
2007,1,8,16,30,29,76,483
2007,1,8,17,30,0,0,0
2007,1,8,18,30,0,0,0
2007,1,8,19,30,0,0,0
2007,1,8,20,30,0,0,0
2007,1,8,21,30,0,0,0
2007,1,8,22,30,0,0,0
2007,1,8,23,30,0,0,0
2007,1,9,0,30,0,0,0
2007,1,9,1,30,0,0,0
2007,1,9,2,30,0,0,0
2007,1,9,3,30,0,0,0
2007,1,9,4,30,0,0,0
2007,1,9,5,30,0,0,0
2007,1,9,6,30,0,0,0
2007,1,9,7,30,0,0,0
2007,1,9,8,30,44,159,629
2007,1,9,9,30,61,324,808
2007,1,9,10,30,68,454,893
2007,1,9,11,30,72,527,920
2007,1,9,12,30,73,543,926
2007,1,9,13,30,70,497,908
2007,1,9,14,30,64,391,846
2007,1,9,15,30,53,242,729
2007,1,9,16,30,30,76,447
2007,1,9,17,30,0,0,0
2007,1,9,18,30,0,0,0
2007,1,9,19,30,0,0,0
2007,1,9,20,30,0,0,0
2007,1,9,21,30,0,0,0
2007,1,9,22,30,0,0,0
2007,1,9,23,30,0,0,0
2007,1,10,0,30,0,0,0
2007,1,10,1,30,0,0,0
2007,1,10,2,30,0,0,0
2007,1,10,3,30,0,0,0
2007,1,10,4,30,0,0,0
2007,1,10,5,30,0,0,0
2007,1,10,6,30,0,0,0
2007,1,10,7,30,0,0,0
2007,1,10,8,30,47,154,583
2007,1,10,9,30,68,312,749
2007,1,10,10,30,78,438,828
2007,1,10,11,30,83,511,862
2007,1,10,12,30,85,525,863
2007,1,10,13,30,82,479,841
2007,1,10,14,30,79,372,754
2007,1,10,15,30,67,227,612
2007,1,10,16,30,36,71,342
2007,1,10,17,30,0,0,0
2007,1,10,18,30,0,0,0
2007,1,10,19,30,0,0,0
2007,1,10,20,30,0,0,0
2007,1,10,21,30,0,0,0
2007,1,10,22,30,0,0,0
2007,1,10,23,30,0,0,0
2007,1,11,0,30,0,0,0
2007,1,11,1,30,0,0,0
2007,1,11,2,30,0,0,0
2007,1,11,3,30,0,0,0
2007,1,11,4,30,0,0,0
2007,1,11,5,30,0,0,0
2007,1,11,6,30,0,0,0
2007,1,11,7,30,0,0,0
2007,1,11,8,30,46,159,616
2007,1,11,9,30,60,324,806
2007,1,11,10,30,64,457,902
2007,1,11,11,30,67,534,938
2007,1,11,12,30,68,551,944
2007,1,11,13,30,66,506,927
2007,1,11,14,30,60,403,877
2007,1,11,15,30,49,254,771
2007,1,11,16,30,29,84,516
2007,1,11,17,30,0,0,0
2007,1,11,18,30,0,0,0
2007,1,11,19,30,0,0,0
2007,1,11,20,30,0,0,0
2007,1,11,21,30,0,0,0
2007,1,11,22,30,0,0,0
2007,1,11,23,30,0,0,0
2007,1,12,0,30,0,0,0
2007,1,12,1,30,0,0,0
2007,1,12,2,30,0,0,0
2007,1,12,3,30,0,0,0
2007,1,12,4,30,0,0,0
2007,1,12,5,30,0,0,0
2007,1,12,6,30,0,0,0
2007,1,12,7,30,0,0,0
2007,1,12,8,30,40,173,723
2007,1,12,9,30,54,345,884
2007,1,12,10,30,61,480,957
2007,1,12,11,30,66,560,987
2007,1,12,12,30,68,570,976
2007,1,12,13,30,68,523,953
2007,1,12,14,30,63,418,902
2007,1,12,15,30,52,266,795
2007,1,12,16,30,31,91,544
2007,1,12,17,30,0,0,0
2007,1,12,18,30,0,0,0
2007,1,12,19,30,0,0,0
2007,1,12,20,30,0,0,0
2007,1,12,21,30,0,0,0
2007,1,12,22,30,0,0,0
2007,1,12,23,30,0,0,0
2007,1,13,0,30,0,0,0
2007,1,13,1,30,0,0,0
2007,1,13,2,30,0,0,0
2007,1,13,3,30,0,0,0
2007,1,13,4,30,0,0,0
2007,1,13,5,30,0,0,0
2007,1,13,6,30,0,0,0
2007,1,13,7,30,11,15,234
2007,1,13,8,30,41,171,703
2007,1,13,9,30,55,337,851
2007,1,13,10,30,63,469,924
2007,1,13,11,30,68,548,955
2007,1,13,12,30,70,566,959
2007,1,13,13,30,69,516,929
2007,1,13,14,30,63,412,879
2007,1,13,15,30,51,263,780
2007,1,13,16,30,30,91,534
2007,1,13,17,30,0,0,0
2007,1,13,18,30,0,0,0
2007,1,13,19,30,0,0,0
2007,1,13,20,30,0,0,0
2007,1,13,21,30,0,0,0
2007,1,13,22,30,0,0,0
2007,1,13,23,30,0,0,0
2007,1,14,0,30,0,0,0
2007,1,14,1,30,0,0,0
2007,1,14,2,30,0,0,0
2007,1,14,3,30,0,0,0
2007,1,14,4,30,0,0,0
2007,1,14,5,30,0,0,0
2007,1,14,6,30,0,0,0
2007,1,14,7,30,11,14,163
2007,1,14,8,30,43,162,634
2007,1,14,9,30,59,327,806
2007,1,14,10,30,67,462,895
2007,1,14,11,30,72,541,929
